4.28e+07,-1.54e+07,0
4.26e+07,-1.53e+07,0
4.27e+07,-1.53e+07,0
4.93e+07,-1.88e+07,0
5.12e+07,-1.99e+07,0
5.27e+07,-2.08e+07,0
5.39e+07,-2.15e+07,0
5.59e+07,-2.28e+07,0
5.68e+07,-2.33e+07,0
5.75e+07,-2.38e+07,0
5.83e+07,-2.43e+07,0
5.95e+07,-2.51e+07,0
6.00e+07,-2.55e+07,0
6.06e+07,-2.59e+07,0
6.17e+07,-2.67e+07,0
6.23e+07,-2.70e+07,0
6.28e+07,-2.74e+07,0
6.32e+07,-2.78e+07,0
6.43e+07,-2.86e+07,0
6.49e+07,-2.90e+07,0
6.55e+07,-2.94e+07,0
6.60e+07,-2.98e+07,0
6.70e+07,-3.06e+07,0
6.75e+07,-3.10e+07,0
6.81e+07,-3.14e+07,0
6.92e+07,-3.24e+07,0
6.98e+07,-3.28e+07,0
7.03e+07,-3.33e+07,0
7.08e+07,-3.38e+07,0
7.21e+07,-3.48e+07,0
7.26e+07,-3.53e+07,0
7.32e+07,-3.58e+07,0
7.37e+07,-3.63e+07,0
7.49e+07,-3.74e+07,0
7.56e+07,-3.80e+07,0
7.62e+07,-3.85e+07,0
7.74e+07,-3.98e+07,0
7.83e+07,-4.05e+07,0
7.88e+07,-4.11e+07,0
7.95e+07,-4.18e+07,0
8.09e+07,-4.33e+07,0
8.16e+07,-4.39e+07,0
8.22e+07,-4.46e+07,0
8.27e+07,-4.53e+07,0
8.42e+07,-4.70e+07,0
8.48e+07,-4.76e+07,0
8.56e+07,-4.85e+07,0
8.67e+07,-4.99e+07,0
8.74e+07,-5.07e+07,0
8.81e+07,-5.16e+07,0
8.87e+07,-5.23e+07,0
9.00e+07,-5.40e+07,0
9.07e+07,-5.50e+07,0
9.13e+07,-5.57e+07,0
9.18e+07,-5.64e+07,0
9.31e+07,-5.81e+07,0
9.37e+07,-5.91e+07,0
9.41e+07,-5.99e+07,0
9.53e+07,-6.14e+07,0
9.58e+07,-6.23e+07,0
9.65e+07,-6.33e+07,0
9.71e+07,-6.42e+07,0
9.80e+07,-6.58e+07,0
9.85e+07,-6.67e+07,0
9.90e+07,-6.76e+07,0
9.96e+07,-6.85e+07,0
1.00e+08,-7.04e+07,0
1.01e+08,-7.12e+07,0
1.01e+08,-7.19e+07,0
1.02e+08,-7.37e+07,0
1.03e+08,-7.46e+07,0
1.03e+08,-7.53e+07,0
1.03e+08,-7.64e+07,0
1.04e+08,-7.79e+07,0
1.05e+08,-7.89e+07,0
1.05e+08,-7.96e+07,0
1.05e+08,-8.02e+07,0
1.06e+08,-8.17e+07,0
1.06e+08,-8.25e+07,0
1.07e+08,-8.36e+07,0
1.07e+08,-8.55e+07,0
1.08e+08,-8.64e+07,0
1.08e+08,-8.72e+07,0
1.08e+08,-8.79e+07,0
1.09e+08,-8.96e+07,0
1.09e+08,-9.04e+07,0
1.09e+08,-9.12e+07,0
1.09e+08,-9.18e+07,0
1.10e+08,-9.33e+07,0
1.10e+08,-9.39e+07,0
1.10e+08,-9.46e+07,0
1.10e+08,-9.58e+07,0
1.10e+08,-9.67e+07,0
1.11e+08,-9.74e+07,0
1.11e+08,-9.82e+07,0
1.11e+08,-9.97e+07,0
1.12e+08,-1.00e+08,0
1.12e+08,-1.01e+08,0
1.12e+08,-1.02e+08,0
1.12e+08,-1.03e+08,0
1.12e+08,-1.03e+08,0
1.12e+08,-1.04e+08,0
1.13e+08,-1.05e+08,0
1.13e+08,-1.06e+08,0
1.13e+08,-1.06e+08,0
1.13e+08,-1.07e+08,0
1.13e+08,-1.07e+08,0
1.13e+08,-1.08e+08,0
1.13e+08,-1.09e+08,0
1.13e+08,-1.09e+08,0
1.13e+08,-1.10e+08,0
1.14e+08,-1.11e+08,0
1.13e+08,-1.11e+08,0
1.14e+08,-1.11e+08,0
1.14e+08,-1.12e+08,0
1.14e+08,-1.12e+08,0
1.14e+08,-1.13e+08,0
1.14e+08,-1.13e+08,0
1.14e+08,-1.14e+08,0
1.14e+08,-1.14e+08,0
1.14e+08,-1.15e+08,0
1.14e+08,-1.15e+08,0
1.14e+08,-1.15e+08,0
1.14e+08,-1.16e+08,0
1.14e+08,-1.16e+08,0
1.14e+08,-1.16e+08,0
1.14e+08,-1.16e+08,0
1.14e+08,-1.16e+08,0
1.14e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.16e+08,0
1.15e+08,-1.15e+08,0
1.15e+08,-1.15e+08,0
1.15e+08,-1.14e+08,0
1.15e+08,-1.13e+08,0
1.14e+08,-1.11e+08,0
1.14e+08,-1.11e+08,0
1.14e+08,-1.09e+08,0
1.13e+08,-1.08e+08,0
1.13e+08,-1.06e+08,0
1.13e+08,-1.05e+08,0
1.13e+08,-1.04e+08,0
1.12e+08,-1.03e+08,0
1.11e+08,-9.97e+07,0
1.11e+08,-9.81e+07,0
1.10e+08,-9.69e+07,0
1.09e+08,-9.43e+07,0
1.09e+08,-9.25e+07,0
1.08e+08,-9.09e+07,0
1.08e+08,-8.96e+07,0
1.06e+08,-8.64e+07,0
1.06e+08,-8.51e+07,0
1.05e+08,-8.33e+07,0
1.04e+08,-8.01e+07,0
1.03e+08,-7.85e+07,0
1.02e+08,-7.67e+07,0
1.01e+08,-7.52e+07,0
9.97e+07,-7.24e+07,0
9.88e+07,-7.08e+07,0
9.81e+07,-6.92e+07,0
9.72e+07,-6.78e+07,0
9.55e+07,-6.50e+07,0
9.46e+07,-6.36e+07,0
9.39e+07,-6.23e+07,0
9.22e+07,-5.97e+07,0
9.13e+07,-5.83e+07,0
9.07e+07,-5.74e+07,0
8.99e+07,-5.62e+07,0
8.86e+07,-5.45e+07,0
8.79e+07,-5.36e+07,0
8.73e+07,-5.28e+07,0
8.66e+07,-5.18e+07,0
8.53e+07,-5.00e+07,0
8.46e+07,-4.93e+07,0
8.41e+07,-4.86e+07,0
8.31e+07,-4.75e+07,0
8.26e+07,-4.69e+07,0
8.22e+07,-4.64e+07,0
8.20e+07,-4.60e+07,0
8.12e+07,-4.51e+07,0
8.10e+07,-4.47e+07,0
8.07e+07,-4.45e+07,0
8.03e+07,-4.41e+07,0
7.99e+07,-4.36e+07,0
7.98e+07,-4.35e+07,0
7.97e+07,-4.33e+07,0
7.95e+07,-4.31e+07,0
7.94e+07,-4.29e+07,0
7.94e+07,-4.29e+07,0
7.94e+07,-4.28e+07,0
7.95e+07,-4.29e+07,0
7.95e+07,-4.29e+07,0
7.96e+07,-4.30e+07,0
7.98e+07,-4.31e+07,0
8.01e+07,-4.35e+07,0
8.04e+07,-4.38e+07,0
8.06e+07,-4.40e+07,0
8.11e+07,-4.44e+07,0
8.14e+07,-4.47e+07,0
8.17e+07,-4.50e+07,0
8.19e+07,-4.52e+07,0
8.25e+07,-4.59e+07,0
8.30e+07,-4.65e+07,0
8.34e+07,-4.68e+07,0
8.38e+07,-4.72e+07,0
8.46e+07,-4.82e+07,0
8.51e+07,-4.86e+07,0
8.54e+07,-4.91e+07,0
8.63e+07,-5.00e+07,0
8.66e+07,-5.06e+07,0
8.72e+07,-5.13e+07,0
8.77e+07,-5.17e+07,0
8.86e+07,-5.30e+07,0
8.90e+07,-5.35e+07,0
8.96e+07,-5.41e+07,0
9.07e+07,-5.56e+07,0
9.12e+07,-5.63e+07,0
9.17e+07,-5.69e+07,0
9.22e+07,-5.76e+07,0
9.34e+07,-5.93e+07,0
9.39e+07,-6.02e+07,0
9.44e+07,-6.10e+07,0
9.51e+07,-6.17e+07,0
9.60e+07,-6.31e+07,0
9.65e+07,-6.39e+07,0
9.70e+07,-6.47e+07,0
9.81e+07,-6.63e+07,0
9.85e+07,-6.68e+07,0
9.89e+07,-6.77e+07,0
9.94e+07,-6.85e+07,0
1.00e+08,-7.02e+07,0
1.01e+08,-7.12e+07,0
1.01e+08,-7.21e+07,0
1.02e+08,-7.29e+07,0
1.03e+08,-7.45e+07,0
1.03e+08,-7.53e+07,0
1.03e+08,-7.62e+07,0
1.04e+08,-7.77e+07,0
1.04e+08,-7.84e+07,0
1.05e+08,-7.93e+07,0
1.05e+08,-7.96e+07,0
1.06e+08,-8.13e+07,0
1.06e+08,-8.21e+07,0
1.06e+08,-8.32e+07,0
1.07e+08,-8.41e+07,0
1.07e+08,-8.57e+07,0
1.08e+08,-8.64e+07,0
1.08e+08,-8.71e+07,0
1.08e+08,-8.83e+07,0
1.09e+08,-8.91e+07,0
1.09e+08,-8.98e+07,0
1.09e+08,-9.10e+07,0
1.10e+08,-9.25e+07,0
1.10e+08,-9.32e+07,0
1.10e+08,-9.40e+07,0
1.10e+08,-9.49e+07,0
1.02e+08,-7.38e+07,0
9.77e+07,-6.65e+07,0
9.51e+07,-6.24e+07,0
9.35e+07,-5.99e+07,0
9.14e+07,-5.71e+07,0
9.07e+07,-5.62e+07,0
9.02e+07,-5.54e+07,0
8.94e+07,-5.44e+07,0
8.90e+07,-5.40e+07,0
8.90e+07,-5.38e+07,0
8.88e+07,-5.36e+07,0
8.85e+07,-5.33e+07,0
8.85e+07,-5.34e+07,0
8.86e+07,-5.32e+07,0
8.85e+07,-5.34e+07,0
8.86e+07,-5.33e+07,0
8.85e+07,-5.35e+07,0
8.85e+07,-5.35e+07,0
8.88e+07,-5.37e+07,0
8.89e+07,-5.39e+07,0
8.89e+07,-5.39e+07,0
8.91e+07,-5.42e+07,0
8.91e+07,-5.43e+07,0
8.93e+07,-5.45e+07,0
8.93e+07,-5.45e+07,0
8.93e+07,-5.47e+07,0
8.96e+07,-5.49e+07,0
8.98e+07,-5.51e+07,0
9.00e+07,-5.53e+07,0
9.00e+07,-5.56e+07,0
9.01e+07,-5.56e+07,0
9.02e+07,-5.58e+07,0
9.03e+07,-5.59e+07,0
9.05e+07,-5.61e+07,0
9.05e+07,-5.62e+07,0
9.05e+07,-5.61e+07,0
9.04e+07,-5.61e+07,0
9.05e+07,-5.61e+07,0
9.05e+07,-5.61e+07,0
9.06e+07,-5.62e+07,0
9.06e+07,-5.62e+07,0
9.05e+07,-5.62e+07,0
9.05e+07,-5.62e+07,0
9.07e+07,-5.63e+07,0
9.06e+07,-5.63e+07,0
9.06e+07,-5.61e+07,0
9.07e+07,-5.59e+07,0
9.08e+07,-5.62e+07,0
9.06e+07,-5.61e+07,0
9.06e+07,-5.61e+07,0
9.06e+07,-5.59e+07,0
9.06e+07,-5.60e+07,0
9.04e+07,-5.58e+07,0
9.04e+07,-5.56e+07,0
9.03e+07,-5.55e+07,0
9.02e+07,-5.54e+07,0
9.02e+07,-5.53e+07,0
9.02e+07,-5.53e+07,0
9.01e+07,-5.51e+07,0
9.01e+07,-5.50e+07,0
9.00e+07,-5.50e+07,0
8.98e+07,-5.48e+07,0
8.99e+07,-5.48e+07,0
9.00e+07,-5.48e+07,0
8.99e+07,-5.48e+07,0
8.99e+07,-5.47e+07,0
8.98e+07,-5.46e+07,0
8.97e+07,-5.45e+07,0
8.96e+07,-5.45e+07,0
8.97e+07,-5.43e+07,0
8.96e+07,-5.41e+07,0
8.95e+07,-5.40e+07,0
8.95e+07,-5.41e+07,0
8.95e+07,-5.41e+07,0
8.94e+07,-5.40e+07,0
8.94e+07,-5.40e+07,0
8.94e+07,-5.39e+07,0
8.93e+07,-5.37e+07,0
8.93e+07,-5.37e+07,0
8.92e+07,-5.36e+07,0
8.91e+07,-5.36e+07,0
8.90e+07,-5.33e+07,0
8.89e+07,-5.32e+07,0
8.89e+07,-5.32e+07,0
8.87e+07,-5.31e+07,0
8.84e+07,-5.27e+07,0
8.84e+07,-5.25e+07,0
8.81e+07,-5.24e+07,0
8.79e+07,-5.19e+07,0
8.76e+07,-5.17e+07,0
8.74e+07,-5.14e+07,0
8.70e+07,-5.09e+07,0
8.62e+07,-5.00e+07,0
8.60e+07,-4.96e+07,0
8.57e+07,-4.95e+07,0
8.52e+07,-4.87e+07,0
8.41e+07,-4.74e+07,0
8.34e+07,-4.68e+07,0
8.28e+07,-4.61e+07,0
8.21e+07,-4.52e+07,0
8.13e+07,-4.44e+07,0
8.05e+07,-4.36e+07,0
7.96e+07,-4.28e+07,0
7.83e+07,-4.13e+07,0
7.73e+07,-4.05e+07,0
7.65e+07,-3.97e+07,0
7.55e+07,-3.87e+07,0
7.42e+07,-3.74e+07,0
7.32e+07,-3.65e+07,0
7.23e+07,-3.57e+07,0
7.13e+07,-3.49e+07,0
6.96e+07,-3.33e+07,0
6.85e+07,-3.24e+07,0
6.76e+07,-3.18e+07,0
6.60e+07,-3.04e+07,0
6.52e+07,-2.98e+07,0
6.43e+07,-2.91e+07,0
6.33e+07,-2.83e+07,0
6.14e+07,-2.69e+07,0
6.07e+07,-2.63e+07,0
5.99e+07,-2.58e+07,0
5.88e+07,-2.50e+07,0
5.72e+07,-2.39e+07,0
5.63e+07,-2.33e+07,0
5.56e+07,-2.29e+07,0
5.38e+07,-2.16e+07,0
5.31e+07,-2.12e+07,0
5.24e+07,-2.07e+07,0
5.15e+07,-2.02e+07,0
5.01e+07,-1.93e+07,0
4.93e+07,-1.88e+07,0
4.86e+07,-1.84e+07,0
4.80e+07,-1.81e+07,0
4.67e+07,-1.73e+07,0
4.60e+07,-1.69e+07,0
4.53e+07,-1.66e+07,0
4.41e+07,-1.59e+07,0
4.35e+07,-1.56e+07,0
4.30e+07,-1.53e+07,0
4.23e+07,-1.50e+07,0
4.12e+07,-1.44e+07,0
4.07e+07,-1.41e+07,0
4.02e+07,-1.39e+07,0
3.97e+07,-1.36e+07,0
3.87e+07,-1.32e+07,0
3.83e+07,-1.29e+07,0
3.77e+07,-1.27e+07,0
3.68e+07,-1.22e+07,0
3.64e+07,-1.21e+07,0
3.59e+07,-1.18e+07,0
3.54e+07,-1.16e+07,0
3.46e+07,-1.13e+07,0
3.42e+07,-1.11e+07,0
3.39e+07,-1.09e+07,0
3.35e+07,-1.08e+07,0
3.26e+07,-1.04e+07,0
3.22e+07,-1.02e+07,0
3.18e+07,-1.01e+07,0
3.15e+07,-9.92e+06,0
3.08e+07,-9.63e+06,0
3.05e+07,-9.51e+06,0
3.02e+07,-9.38e+06,0
2.95e+07,-9.11e+06,0
2.92e+07,-8.99e+06,0
2.89e+07,-8.86e+06,0
2.85e+07,-8.74e+06,0
2.81e+07,-8.55e+06,0
2.77e+07,-8.42e+06,0
2.74e+07,-8.32e+06,0
2.72e+07,-8.20e+06,0
2.66e+07,-8.00e+06,0
2.65e+07,-7.93e+06,0
2.63e+07,-7.86e+06,0
2.59e+07,-7.70e+06,0
2.57e+07,-7.63e+06,0
2.54e+07,-7.53e+06,0
2.51e+07,-7.44e+06,0
2.47e+07,-7.30e+06,0
2.45e+07,-7.21e+06,0
2.43e+07,-7.15e+06,0
2.41e+07,-7.06e+06,0
2.40e+07,-7.03e+06,0
2.39e+07,-6.98e+06,0
2.38e+07,-6.93e+06,0
2.36e+07,-6.85e+06,0
2.35e+07,-6.81e+06,0
2.34e+07,-6.78e+06,0
2.33e+07,-6.76e+06,0
2.32e+07,-6.70e+06,0
2.32e+07,-6.68e+06,0
2.31e+07,-6.66e+06,0
2.31e+07,-6.65e+06,0
2.31e+07,-6.63e+06,0
2.31e+07,-6.63e+06,0
2.31e+07,-6.63e+06,0
2.31e+07,-6.64e+06,0
2.32e+07,-6.65e+06,0
2.33e+07,-6.66e+06,0
2.33e+07,-6.68e+06,0
2.35e+07,-6.71e+06,0
2.36e+07,-6.73e+06,0
2.36e+07,-6.74e+06,0
2.38e+07,-6.78e+06,0
2.41e+07,-6.87e+06,0
2.42e+07,-6.91e+06,0
2.44e+07,-6.96e+06,0
2.47e+07,-7.07e+06,0
2.49e+07,-7.12e+06,0
2.51e+07,-7.17e+06,0
2.53e+07,-7.24e+06,0
2.57e+07,-7.38e+06,0
2.60e+07,-7.46e+06,0
2.62e+07,-7.55e+06,0
2.65e+07,-7.62e+06,0
2.70e+07,-7.80e+06,0
2.73e+07,-7.90e+06,0
2.75e+07,-7.99e+06,0
2.82e+07,-8.21e+06,0
2.85e+07,-8.31e+06,0
2.88e+07,-8.42e+06,0
2.91e+07,-8.53e+06,0
2.97e+07,-8.74e+06,0
3.00e+07,-8.86e+06,0
3.04e+07,-9.00e+06,0
3.07e+07,-9.13e+06,0
3.15e+07,-9.41e+06,0
3.18e+07,-9.55e+06,0
3.22e+07,-9.70e+06,0
3.26e+07,-9.84e+06,0
3.33e+07,-1.01e+07,0
3.37e+07,-1.03e+07,0
3.41e+07,-1.05e+07,0
3.50e+07,-1.08e+07,0
3.54e+07,-1.10e+07,0
3.59e+07,-1.12e+07,0
3.63e+07,-1.14e+07,0
3.71e+07,-1.17e+07,0
3.76e+07,-1.19e+07,0
3.81e+07,-1.22e+07,0
3.86e+07,-1.24e+07,0
3.97e+07,-1.29e+07,0
4.03e+07,-1.32e+07,0
4.07e+07,-1.34e+07,0
4.17e+07,-1.39e+07,0
4.22e+07,-1.41e+07,0
4.28e+07,-1.44e+07,0
4.32e+07,-1.46e+07,0
4.42e+07,-1.51e+07,0
4.48e+07,-1.54e+07,0
4.52e+07,-1.56e+07,0
4.57e+07,-1.59e+07,0
4.67e+07,-1.64e+07,0
4.72e+07,-1.67e+07,0
4.77e+07,-1.70e+07,0
4.87e+07,-1.75e+07,0
4.92e+07,-1.78e+07,0
4.96e+07,-1.80e+07,0
5.01e+07,-1.83e+07,0
5.12e+07,-1.90e+07,0
5.18e+07,-1.93e+07,0
5.24e+07,-1.97e+07,0
5.28e+07,-2.00e+07,0
5.38e+07,-2.06e+07,0
5.44e+07,-2.09e+07,0
5.49e+07,-2.12e+07,0
5.60e+07,-2.19e+07,0
5.65e+07,-2.23e+07,0
5.70e+07,-2.26e+07,0
5.75e+07,-2.29e+07,0
5.85e+07,-2.36e+07,0
5.90e+07,-2.39e+07,0
5.96e+07,-2.43e+07,0
6.01e+07,-2.47e+07,0
6.11e+07,-2.54e+07,0
6.17e+07,-2.58e+07,0
6.22e+07,-2.62e+07,0
6.28e+07,-2.66e+07,0
6.39e+07,-2.75e+07,0
6.45e+07,-2.79e+07,0
6.50e+07,-2.83e+07,0
6.61e+07,-2.91e+07,0
6.66e+07,-2.96e+07,0
6.71e+07,-2.99e+07,0
6.75e+07,-3.03e+07,0
6.84e+07,-3.10e+07,0
6.90e+07,-3.15e+07,0
6.94e+07,-3.19e+07,0
6.98e+07,-3.21e+07,0
7.06e+07,-3.29e+07,0
7.10e+07,-3.31e+07,0
7.15e+07,-3.36e+07,0
7.20e+07,-3.40e+07,0
7.29e+07,-3.48e+07,0
7.33e+07,-3.53e+07,0
7.38e+07,-3.57e+07,0
8.32e+07,-4.50e+07,0
8.76e+07,-5.00e+07,0
9.07e+07,-5.41e+07,0
9.30e+07,-5.74e+07,0
9.68e+07,-6.29e+07,0
9.82e+07,-6.52e+07,0
9.95e+07,-6.73e+07,0
1.01e+08,-6.94e+07,0
1.03e+08,-7.33e+07,0
1.03e+08,-7.50e+07,0
1.04e+08,-7.67e+07,0
1.06e+08,-7.98e+07,0
1.06e+08,-8.12e+07,0
1.07e+08,-8.26e+07,0
1.07e+08,-8.40e+07,0
1.08e+08,-8.66e+07,0
1.09e+08,-8.81e+07,0
1.09e+08,-8.94e+07,0
1.10e+08,-9.15e+07,0
1.11e+08,-9.28e+07,0
1.11e+08,-9.38e+07,0
1.11e+08,-9.48e+07,0
1.12e+08,-9.70e+07,0
1.12e+08,-9.77e+07,0
1.12e+08,-9.84e+07,0
1.12e+08,-9.94e+07,0
1.13e+08,-1.01e+08,0
1.13e+08,-1.02e+08,0
1.13e+08,-1.03e+08,0
1.14e+08,-1.05e+08,0
1.14e+08,-1.05e+08,0
1.14e+08,-1.06e+08,0
1.14e+08,-1.07e+08,0
1.14e+08,-1.08e+08,0
1.14e+08,-1.09e+08,0
1.14e+08,-1.10e+08,0
1.15e+08,-1.10e+08,0
1.15e+08,-1.12e+08,0
1.15e+08,-1.12e+08,0
1.15e+08,-1.13e+08,0
1.15e+08,-1.14e+08,0
1.15e+08,-1.15e+08,0
1.15e+08,-1.15e+08,0
1.15e+08,-1.15e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.18e+08,0
1.15e+08,-1.18e+08,0
1.16e+08,-1.20e+08,0
1.16e+08,-1.20e+08,0
1.16e+08,-1.21e+08,0
1.16e+08,-1.21e+08,0
1.16e+08,-1.22e+08,0
1.16e+08,-1.23e+08,0
1.16e+08,-1.23e+08,0
1.16e+08,-1.24e+08,0
1.16e+08,-1.25e+08,0
1.16e+08,-1.25e+08,0
1.16e+08,-1.25e+08,0
1.16e+08,-1.26e+08,0
1.16e+08,-1.26e+08,0
1.16e+08,-1.26e+08,0
1.16e+08,-1.26e+08,0
1.16e+08,-1.26e+08,0
1.16e+08,-1.25e+08,0
1.16e+08,-1.25e+08,0
1.16e+08,-1.24e+08,0
1.16e+08,-1.23e+08,0
1.16e+08,-1.22e+08,0
1.16e+08,-1.22e+08,0
1.15e+08,-1.20e+08,0
1.15e+08,-1.19e+08,0
1.15e+08,-1.17e+08,0
1.15e+08,-1.16e+08,0
1.15e+08,-1.14e+08,0
1.14e+08,-1.12e+08,0
1.14e+08,-1.11e+08,0
1.14e+08,-1.09e+08,0
1.13e+08,-1.07e+08,0
1.13e+08,-1.05e+08,0
1.13e+08,-1.04e+08,0
1.12e+08,-1.02e+08,0
1.11e+08,-9.85e+07,0
1.11e+08,-9.67e+07,0
1.10e+08,-9.53e+07,0
1.09e+08,-9.33e+07,0
1.08e+08,-8.97e+07,0
1.08e+08,-8.79e+07,0
1.07e+08,-8.61e+07,0
1.06e+08,-8.43e+07,0
1.05e+08,-8.06e+07,0
1.04e+08,-7.88e+07,0
1.03e+08,-7.74e+07,0
1.03e+08,-7.58e+07,0
1.01e+08,-7.22e+07,0
1.00e+08,-7.05e+07,0
9.94e+07,-6.91e+07,0
9.84e+07,-6.75e+07,0
9.65e+07,-6.43e+07,0
9.57e+07,-6.30e+07,0
9.48e+07,-6.15e+07,0
9.39e+07,-6.01e+07,0
9.22e+07,-5.75e+07,0
9.12e+07,-5.61e+07,0
9.02e+07,-5.47e+07,0
8.93e+07,-5.35e+07,0
8.76e+07,-5.11e+07,0
8.66e+07,-4.99e+07,0
8.58e+07,-4.89e+07,0
8.49e+07,-4.79e+07,0
8.31e+07,-4.58e+07,0
8.21e+07,-4.47e+07,0
8.14e+07,-4.39e+07,0
7.97e+07,-4.21e+07,0
7.89e+07,-4.12e+07,0
7.81e+07,-4.05e+07,0
7.71e+07,-3.95e+07,0
7.54e+07,-3.78e+07,0
7.46e+07,-3.70e+07,0
7.37e+07,-3.62e+07,0
7.29e+07,-3.54e+07,0
7.13e+07,-3.40e+07,0
7.05e+07,-3.33e+07,0
6.98e+07,-3.28e+07,0
6.91e+07,-3.21e+07,0
6.75e+07,-3.08e+07,0
6.68e+07,-3.03e+07,0
6.62e+07,-2.98e+07,0
6.54e+07,-2.91e+07,0
6.39e+07,-2.80e+07,0
6.32e+07,-2.75e+07,0
6.26e+07,-2.70e+07,0
6.20e+07,-2.66e+07,0
6.08e+07,-2.57e+07,0
6.01e+07,-2.52e+07,0
5.95e+07,-2.48e+07,0
5.90e+07,-2.44e+07,0
5.78e+07,-2.37e+07,0
5.73e+07,-2.33e+07,0
5.67e+07,-2.29e+07,0
5.62e+07,-2.26e+07,0
5.51e+07,-2.19e+07,0
5.44e+07,-2.15e+07,0
5.39e+07,-2.11e+07,0
5.33e+07,-2.08e+07,0
5.24e+07,-2.02e+07,0
5.19e+07,-1.99e+07,0
5.15e+07,-1.96e+07,0
5.10e+07,-1.94e+07,0
5.00e+07,-1.88e+07,0
4.96e+07,-1.85e+07,0
4.91e+07,-1.82e+07,0
4.87e+07,-1.80e+07,0
4.79e+07,-1.76e+07,0
4.75e+07,-1.74e+07,0
4.72e+07,-1.72e+07,0
4.69e+07,-1.70e+07,0
4.62e+07,-1.67e+07,0
4.59e+07,-1.65e+07,0
4.57e+07,-1.63e+07,0
4.54e+07,-1.62e+07,0
4.50e+07,-1.60e+07,0
4.48e+07,-1.58e+07,0
4.45e+07,-1.57e+07,0
4.43e+07,-1.56e+07,0
4.40e+07,-1.54e+07,0
4.39e+07,-1.54e+07,0
4.38e+07,-1.53e+07,0
4.37e+07,-1.53e+07,0
4.36e+07,-1.52e+07,0
4.36e+07,-1.52e+07,0
4.36e+07,-1.51e+07,0
4.36e+07,-1.52e+07,0
4.36e+07,-1.51e+07,0
4.36e+07,-1.51e+07,0
4.37e+07,-1.52e+07,0
4.38e+07,-1.52e+07,0
4.41e+07,-1.54e+07,0
4.43e+07,-1.54e+07,0
4.44e+07,-1.55e+07,0
4.46e+07,-1.56e+07,0
4.51e+07,-1.58e+07,0
4.54e+07,-1.59e+07,0
4.57e+07,-1.61e+07,0
4.60e+07,-1.62e+07,0
4.67e+07,-1.65e+07,0
4.70e+07,-1.67e+07,0
4.73e+07,-1.69e+07,0
4.80e+07,-1.72e+07,0
4.84e+07,-1.74e+07,0
4.89e+07,-1.77e+07,0
4.93e+07,-1.79e+07,0
5.02e+07,-1.84e+07,0
5.07e+07,-1.86e+07,0
5.11e+07,-1.89e+07,0
5.16e+07,-1.92e+07,0
5.26e+07,-1.97e+07,0
5.32e+07,-2.01e+07,0
5.39e+07,-2.04e+07,0
5.45e+07,-2.08e+07,0
5.57e+07,-2.16e+07,0
5.63e+07,-2.19e+07,0
5.68e+07,-2.23e+07,0
5.75e+07,-2.27e+07,0
5.91e+07,-2.37e+07,0
5.97e+07,-2.41e+07,0
6.03e+07,-2.46e+07,0
6.10e+07,-2.50e+07,0
6.22e+07,-2.59e+07,0
6.29e+07,-2.64e+07,0
6.37e+07,-2.69e+07,0
6.44e+07,-2.75e+07,0
6.58e+07,-2.86e+07,0
6.66e+07,-2.91e+07,0
6.73e+07,-2.97e+07,0
6.80e+07,-3.02e+07,0
6.96e+07,-3.15e+07,0
7.04e+07,-3.22e+07,0
7.12e+07,-3.29e+07,0
7.19e+07,-3.36e+07,0
7.34e+07,-3.48e+07,0
7.40e+07,-3.54e+07,0
7.48e+07,-3.61e+07,0
7.57e+07,-3.69e+07,0
7.71e+07,-3.83e+07,0
7.78e+07,-3.90e+07,0
7.84e+07,-3.97e+07,0
7.92e+07,-4.04e+07,0
8.05e+07,-4.18e+07,0
8.12e+07,-4.25e+07,0
8.19e+07,-4.33e+07,0
